P37_8,P56,P60,P1,P2,PONDERA,P59_1,P59_2,P59_3,P59_4,P59_5,P59_6,P59_7,P59_8,P59_9,P61A_1,P61A_2,P61A_3,P61A_4,P61A_5,P61A_6,P61A_7,P61A_8,P61B_1,P61B_2,P61B_3,P61B_4,P61B_5,P61B_6,P61B_7,P61B_8
1,2,1,2,65,184.06779661017,1,0,0,0,0,1,0,1,0,1.0,2.0,,,5.0,,,,,2.0,,,,,,
1,2,0,1,50,323.675,0,0,0,0,0,0,0,0,0,,,,,,,7.0,,1.0,,,,5.0,,,
1,2,1,2,50,184.06779661017,1,0,0,0,0,1,0,0,0,1.0,,,,,6.0,7.0,,,2.0,,4.0,,,,
0,2,0,2,43,257.21052631579,0,0,0,0,0,0,0,0,0,,2.0,,,,,,,,2.0,,,,,,
1,2,0,1,60,192.265465869145,0,0,0,0,0,0,0,0,0,1.0,,,,,,,,1.0,,,,,,,
0,2,0,1,53,174.687499999999,0,0,0,0,0,0,0,0,0,1.0,2.0,3.0,4.0,,6.0,7.0,,,2.0,,,,,7.0,
1,3,0,1,66,323.675,0,0,0,0,0,0,0,0,0,,,,,5.0,,7.0,,,2.0,3.0,4.0,,,,
0,3,1,1,40,353.395446217027,0,1,0,0,0,0,0,0,0,,,,,,,,8.0,,2.0,,4.0,5.0,,7.0,
1,2,1,1,35,323.675,1,0,0,0,0,1,1,0,0,1.0,2.0,,4.0,5.0,,,,,,,,,,7.0,
1,2,0,1,48,323.675,0,0,0,0,0,0,0,0,0,1.0,2.0,,4.0,5.0,,7.0,,,,3.0,4.0,5.0,,7.0,
0,1,0,1,46,323.675,0,0,0,0,0,0,0,0,0,1.0,2.0,,,,6.0,,,1.0,,,,,6.0,,8.0
0,2,0,1,34,192.265465869145,0,0,0,0,0,0,0,0,0,,,,,,,,8.0,,,,,,6.0,,
1,2,0,2,35,90.4739583333333,1,0,1,0,0,0,0,0,0,,,,,,,,8.0,1.0,2.0,,,5.0,,,
1,3,0,2,24,53.5027281037166,0,0,0,0,0,0,0,0,0,1.0,2.0,,4.0,,,7.0,,,,,4.0,,,7.0,
1,2,1,2,58,183.415455279095,1,0,1,0,0,0,0,0,0,1.0,2.0,3.0,,5.0,6.0,7.0,,,2.0,,4.0,,,,
0,2,0,2,46,67.5442185508479,0,0,0,0,0,0,0,0,0,1.0,2.0,,,5.0,,,,,2.0,3.0,4.0,5.0,,7.0,
0,2,0,1,67,323.675,0,0,0,0,0,0,0,0,0,1.0,2.0,,,5.0,,,,,2.0,3.0,4.0,,,,
1,3,1,1,55,174.687499999999,1,0,0,0,0,0,0,0,0,1.0,2.0,,,,,7.0,,1.0,2.0,,,,,,
0,2,1,1,74,184.06779661017,1,0,1,0,1,0,0,0,0,,,,,,,,8.0,,,,,5.0,,,
1,3,0,1,47,323.675,0,0,0,0,0,0,0,0,0,,,,,,,,8.0,,,,,,,,8.0
1,2,1,2,41,184.06779661017,1,0,0,0,0,0,1,1,0,,2.0,,,5.0,,,,,2.0,3.0,,,,,
1,2,0,1,53,257.21052631579,0,0,1,0,1,0,0,0,0,1.0,2.0,,,5.0,,,,,2.0,,,,,,
1,1,0,2,35,192.265465869145,0,0,0,0,0,0,0,0,0,,2.0,,,,,,,,,,,,,7.0,
0,3,0,1,36,184.06779661017,0,0,0,0,0,0,0,0,0,1.0,2.0,,,5.0,,,,,2.0,3.0,4.0,5.0,,7.0,
0,2,0,1,64,184.06779661017,0,0,0,0,0,0,0,0,0,,2.0,3.0,,,6.0,7.0,,,2.0,,,5.0,,,
1,3,0,1,55,323.675,0,0,0,0,0,0,0,0,0,1.0,2.0,,,5.0,,,,,2.0,,,,,,
1,2,0,2,32,53.5027281037166,0,0,0,0,0,0,0,0,0,1.0,,,4.0,,,7.0,,,2.0,,,,,7.0,
1,3,0,1,68,184.06779661017,0,0,0,0,0,0,0,0,0,1.0,,,,5.0,,,,1.0,,,4.0,,6.0,,
0,3,0,2,31,192.265465869145,0,0,0,0,0,0,0,0,0,,2.0,,4.0,5.0,,,,,,,,5.0,,,
0,2,0,2,30,132.118144014007,0,0,0,0,0,0,0,0,0,1.0,2.0,,,5.0,,,,,2.0,3.0,,,6.0,,
1,2,0,2,49,53.5027281037166,0,0,0,0,0,0,0,0,0,,2.0,,4.0,,,,,,,,4.0,5.0,,,
1,3,1,2,38,252.000000000001,1,0,1,0,1,1,1,1,0,,2.0,,4.0,,,7.0,,,2.0,,4.0,,,7.0,
0,3,0,1,52,67.5442185508479,0,0,0,0,0,0,0,0,0,1.0,2.0,,,,,,,,,,,5.0,6.0,,
0,1,0,1,35,323.675,0,0,0,0,0,0,0,0,0,,,,,,,,8.0,,2.0,,,,,,
1,2,1,1,56,53.5027281037166,1,0,1,0,0,0,0,1,0,1.0,2.0,,4.0,5.0,6.0,,,1.0,2.0,,4.0,,,7.0,
1,2,0,1,33,323.675,0,0,0,0,0,0,0,0,0,,2.0,,,,,7.0,,1.0,2.0,,4.0,5.0,,,
0,1,0,1,69,323.675,0,0,0,0,0,0,0,0,0,,,,,,,,8.0,,,,,,6.0,,
1,2,0,1,50,353.395446217027,1,0,0,0,0,0,0,1,0,,2.0,,,,,,,1.0,2.0,3.0,,5.0,,,
1,2,0,1,66,257.21052631579,0,0,0,0,0,0,0,0,0,,,3.0,,,,7.0,,,2.0,,4.0,5.0,,7.0,
0,2,0,1,55,67.5442185508479,0,0,0,0,0,0,0,0,0,,,3.0,,,,,,1.0,2.0,,4.0,5.0,,,
1,2,0,2,48,67.5442185508479,1,0,0,0,0,0,0,0,0,,2.0,3.0,,5.0,,7.0,,,2.0,,,5.0,,7.0,
1,2,0,1,65,174.687499999999,0,0,0,0,0,0,0,0,0,,,,,,,,8.0,,,,,5.0,,,
1,3,0,1,40,67.5442185508479,0,0,0,0,0,0,0,0,0,,2.0,,,,,,,,2.0,,,,,,8.0
1,2,0,2,68,257.21052631579,0,0,0,0,0,0,0,0,0,1.0,2.0,,,5.0,,7.0,,,,3.0,4.0,5.0,6.0,,
1,2,1,2,50,132.118144014007,1,0,1,0,0,0,0,1,0,1.0,2.0,3.0,4.0,,,7.0,,,2.0,3.0,4.0,5.0,,7.0,
1,2,0,2,48,353.395446217027,0,0,0,0,0,0,0,0,0,,,,,,6.0,,,,,,,5.0,,,
1,2,1,2,28,257.21052631579,1,1,0,0,0,0,0,1,0,1.0,2.0,,4.0,5.0,6.0,,,,,3.0,4.0,,,7.0,
1,2,0,2,23,90.4739583333333,0,0,0,0,0,0,0,0,0,1.0,2.0,3.0,,,6.0,,,1.0,,3.0,4.0,5.0,6.0,,
1,3,0,1,67,132.118144014007,0,0,0,0,0,0,0,0,0,1.0,,,,,6.0,,,,2.0,,,5.0,,,
0,2,0,2,38,192.265465869145,0,0,0,0,0,0,0,0,0,1.0,2.0,,4.0,,,,,1.0,2.0,3.0,,,,,
1,3,0,2,47,323.675,1,0,0,0,0,0,0,0,0,1.0,,,4.0,5.0,,,,,2.0,3.0,4.0,5.0,,7.0,
1,2,0,1,55,174.687499999999,1,1,0,0,0,0,0,0,0,1.0,,,,,6.0,7.0,,1.0,,,4.0,5.0,,,
1,3,0,2,34,353.395446217027,0,0,0,0,0,0,0,0,0,,,,,,,,8.0,1.0,2.0,,,,,,
1,2,0,1,37,192.265465869145,1,1,0,0,1,0,0,0,0,,2.0,,4.0,,,,,1.0,2.0,,4.0,,,,
0,3,0,2,28,98.2499999999995,0,0,0,0,0,0,0,0,0,1.0,2.0,3.0,4.0,5.0,,7.0,,,2.0,,,,6.0,,
1,2,0,1,48,323.675,0,0,0,0,0,0,0,0,0,,,,,,,,8.0,,,,,,,,8.0
1,3,0,1,34,257.21052631579,0,0,0,0,0,0,0,0,0,1.0,2.0,,4.0,,,,,,,3.0,,,,7.0,
1,2,1,1,40,67.5442185508479,0,1,1,0,0,0,0,0,0,,2.0,,,,,7.0,,1.0,,,4.0,5.0,6.0,,
1,2,0,1,57,323.675,0,0,0,0,0,0,0,0,0,,,,,,,,8.0,,,,,5.0,,,
0,3,0,1,59,323.675,0,0,0,0,0,0,0,0,0,,,,,,,7.0,,1.0,,,,5.0,,,
0,2,0,1,59,323.675,1,0,0,0,0,0,0,1,0,,2.0,,,,,,,,,,4.0,5.0,,,
1,2,0,1,45,323.675,0,0,0,0,0,0,0,0,0,,2.0,,,,,7.0,,1.0,2.0,,,5.0,,,
1,2,1,1,49,257.21052631579,1,0,0,0,0,0,0,0,1,,2.0,,,,,7.0,,1.0,2.0,,,,,7.0,
0,2,0,1,50,353.395446217027,0,0,0,0,0,0,0,0,0,,2.0,,,,,,,1.0,,,4.0,5.0,,,
0,2,0,1,50,90.4739583333333,0,0,0,0,0,0,0,0,0,,,,,,6.0,,,,,,4.0,,,,
1,3,0,2,52,353.395446217027,0,0,0,0,0,0,0,0,0,1.0,,,,5.0,,,,1.0,,,,,6.0,,
1,2,1,2,40,174.687499999999,1,0,0,0,0,0,0,0,0,1.0,2.0,,,,,,,,,,4.0,,,,
0,2,1,1,46,431.625000000001,1,0,1,1,1,1,0,0,0,1.0,,,,,,,,,,,4.0,5.0,,,
1,2,0,1,53,67.5442185508479,0,0,0,0,0,0,0,0,0,,,,,,,,8.0,1.0,2.0,,,,6.0,,
0,3,0,1,42,90.4739583333333,0,0,0,0,0,0,0,0,0,,,,,,,,8.0,1.0,,,4.0,,,,
1,2,0,2,51,323.675,0,0,0,0,0,0,0,0,0,,2.0,,4.0,,,,,1.0,,,4.0,,,,
1,3,0,2,46,174.687499999999,0,0,0,0,0,0,0,0,0,,,,,,,,8.0,,,,4.0,,,,
1,2,0,1,49,174.687499999999,1,0,1,0,0,0,1,1,0,1.0,2.0,,,5.0,,,,,2.0,3.0,,,,,
1,3,0,1,53,174.687499999999,0,0,0,0,0,0,0,0,0,1.0,2.0,,,5.0,,,,1.0,2.0,3.0,4.0,,6.0,,
1,3,0,1,42,192.265465869145,0,0,0,0,0,0,0,0,0,1.0,2.0,3.0,,,,,,1.0,2.0,,,5.0,,,
0,1,0,1,82,67.5442185508479,0,0,0,0,0,0,0,0,0,1.0,2.0,,4.0,,,,,,2.0,,,,,7.0,
0,1,0,1,52,67.5442185508479,0,0,0,0,0,0,0,0,0,,,,,,,,8.0,1.0,,3.0,,,,,
1,3,0,2,39,192.265465869145,0,0,0,0,0,0,0,0,0,,,,,,,,8.0,1.0,,3.0,4.0,,,,
1,3,0,1,40,67.5442185508479,0,0,0,0,0,0,0,0,0,,,,4.0,,6.0,,,,,,4.0,5.0,,7.0,
0,2,0,1,47,184.06779661017,1,0,0,0,1,0,0,0,0,1.0,2.0,,,5.0,,,,1.0,,,,,,,
1,3,0,1,55,323.675,0,0,0,0,0,0,0,0,0,,2.0,,4.0,,,,,,,,,5.0,,,
1,3,0,1,47,184.06779661017,0,0,0,0,0,0,0,0,0,1.0,2.0,3.0,,5.0,,,,1.0,2.0,,,,6.0,,
1,2,1,1,46,323.675,0,0,1,0,1,0,0,0,0,,,,,,,,8.0,1.0,,,,,6.0,,
1,2,0,2,38,90.4739583333333,0,0,0,0,0,0,0,0,0,,,,,5.0,,,,,2.0,3.0,,,,,
0,3,0,2,48,67.5442185508479,0,0,0,0,0,0,0,0,0,,,,,,,,8.0,1.0,,,,5.0,,7.0,
0,2,1,1,46,90.4739583333333,0,0,1,0,0,0,0,0,0,,,,,5.0,,7.0,,,,3.0,,5.0,,,
1,2,1,2,53,192.265465869145,1,0,1,0,0,0,0,1,0,,,,,5.0,,,,1.0,2.0,,4.0,,,,
1,2,0,2,35,90.4739583333333,0,0,0,0,0,0,0,0,0,,2.0,3.0,4.0,5.0,,7.0,,,2.0,,,,,7.0,
1,2,0,2,56,184.06779661017,0,0,0,0,0,0,0,0,0,1.0,2.0,,,,,7.0,,1.0,2.0,3.0,,5.0,6.0,,
1,2,0,1,48,353.395446217027,0,0,0,0,0,0,0,0,0,,,,,5.0,,,,,,,,,,7.0,
1,2,0,1,29,90.4739583333333,0,0,0,0,0,0,0,0,0,,2.0,,,5.0,,7.0,,,2.0,,,,,,
0,1,0,1,46,323.675,0,0,0,0,0,0,0,0,0,,,,,,,,8.0,,2.0,,4.0,,,7.0,
1,3,1,1,45,323.675,1,0,0,0,1,0,0,0,0,1.0,2.0,,,5.0,,7.0,,,2.0,3.0,4.0,,,,
0,2,0,2,37,67.5442185508479,0,0,0,0,0,0,0,0,0,,,,,,,,8.0,1.0,,,,,,,
1,2,0,1,72,90.4739583333333,0,0,0,0,0,0,0,0,0,1.0,2.0,,,,,7.0,,1.0,,,4.0,5.0,,,
1,2,0,2,35,90.4739583333333,0,0,0,0,0,0,0,0,0,,,3.0,,5.0,,,,1.0,2.0,,4.0,5.0,,,
0,3,0,1,72,90.4739583333333,0,0,0,0,0,0,0,0,0,1.0,2.0,,,5.0,,,,,2.0,,4.0,5.0,,,
1,3,0,2,43,67.5442185508479,0,0,0,0,0,0,0,0,0,1.0,2.0,,,,,,,,2.0,3.0,4.0,,,,
1,2,0,2,50,90.4739583333333,1,0,0,0,0,0,0,0,0,1.0,2.0,,,5.0,6.0,,,1.0,2.0,,4.0,,,7.0,
1,2,0,2,32,192.265465869145,0,0,1,0,1,0,0,0,0,,2.0,,,,,,,1.0,2.0,3.0,4.0,5.0,,,
0,2,1,1,32,67.5442185508479,1,1,0,0,0,0,0,1,0,1.0,2.0,,,5.0,,,,,2.0,,,,,,
0,2,1,1,43,192.265465869145,1,1,1,1,1,0,1,1,0,,,,,5.0,,,,1.0,,3.0,4.0,,,,
0,3,0,2,43,67.5442185508479,0,0,0,0,0,0,0,0,0,,2.0,,,,,,,,2.0,,4.0,,,,
1,2,0,2,33,90.4739583333333,0,0,0,0,0,0,0,0,0,,,,,,,,8.0,1.0,,3.0,,,,,
1,3,0,1,81,67.5442185508479,0,0,0,0,0,0,0,0,0,,,,,,,,8.0,1.0,,,,,,,
0,3,0,2,46,90.4739583333333,1,0,0,0,0,0,1,1,0,,2.0,,,,,,,1.0,,,,,,,
0,2,0,1,53,90.4739583333333,0,0,0,0,0,0,0,0,0,,,,,,,,8.0,1.0,,,,,,,
0,3,0,1,31,90.4739583333333,0,0,0,0,0,0,0,0,0,,,,,,,7.0,,,,3.0,4.0,,,,
1,2,1,1,57,67.5442185508479,1,1,0,1,1,0,0,0,0,1.0,2.0,,4.0,,,7.0,,,,,4.0,5.0,,,
0,1,0,2,33,67.5442185508479,0,0,0,0,0,0,0,0,0,,,,,,,7.0,8.0,1.0,2.0,3.0,4.0,5.0,,,
1,3,0,1,58,192.265465869145,1,1,1,0,1,0,0,1,0,1.0,2.0,3.0,,5.0,6.0,7.0,,,2.0,,,5.0,,,
0,2,0,1,50,67.5442185508479,0,0,0,0,0,0,0,0,0,,,,,5.0,,7.0,,,,3.0,4.0,5.0,,,
1,2,1,1,49,184.06779661017,1,0,1,0,1,0,0,0,0,,,,,,,7.0,,,2.0,,,5.0,,,
0,3,0,1,51,67.5442185508479,0,0,0,0,0,0,0,0,0,,,,,,,,8.0,,2.0,3.0,4.0,5.0,,,
0,3,0,2,44,323.675,0,0,0,0,0,0,0,0,0,,,,,,6.0,,,1.0,2.0,,,,,,
1,3,0,2,56,323.675,0,0,0,0,0,0,0,0,0,,,,,,,,8.0,1.0,,3.0,4.0,,6.0,,
1,2,0,1,30,192.265465869145,0,0,0,0,0,0,0,0,0,,2.0,,,,,,,,,3.0,,,6.0,7.0,
1,3,0,2,40,67.5442185508479,0,0,0,0,0,0,0,0,0,1.0,2.0,,,,,7.0,,,,,,,,7.0,
0,3,0,1,53,192.265465869145,0,0,0,0,0,0,0,0,0,,,,,,6.0,,,,,,,5.0,,,
1,2,0,2,41,90.4739583333333,0,0,0,0,0,0,0,0,0,,,,4.0,5.0,,,,1.0,2.0,,,5.0,,,
1,2,0,2,57,67.5442185508479,0,0,0,0,0,0,0,0,0,1.0,2.0,,4.0,5.0,,,,1.0,,3.0,,5.0,6.0,,
1,3,1,2,36,192.265465869145,0,0,1,0,0,0,0,0,0,1.0,2.0,3.0,,,,,,1.0,2.0,3.0,,,,,
1,2,0,1,48,90.4739583333333,0,0,0,0,0,0,0,0,0,,,,,,,,8.0,,,3.0,,,6.0,,
1,3,0,1,56,323.675,0,0,0,0,0,0,0,0,0,,,,,,,7.0,,,2.0,3.0,,,,7.0,
0,1,0,1,39,323.675,0,0,0,0,0,0,0,0,0,1.0,2.0,,,,,7.0,,,,,4.0,5.0,,,
0,2,0,1,45,67.5442185508479,0,0,0,0,0,0,0,0,0,1.0,2.0,,,5.0,,,,,2.0,3.0,,,,7.0,
1,2,0,2,49,323.675,0,0,0,0,0,0,0,0,0,,2.0,,4.0,,,,,1.0,,,,,,,
1,3,0,2,33,67.5442185508479,0,0,0,0,0,0,0,0,0,,2.0,,,,,,,,2.0,3.0,4.0,,,,
0,1,0,1,38,67.5442185508479,0,0,0,0,0,0,0,0,0,,2.0,,,,6.0,7.0,,,2.0,,,5.0,,,
1,2,0,1,52,323.675,0,0,0,0,0,0,0,0,0,,,,,,,,8.0,1.0,,3.0,,5.0,6.0,,
1,2,1,1,46,90.4739583333333,1,0,1,1,1,0,0,1,0,1.0,2.0,,,5.0,,,,,2.0,3.0,,5.0,,,
0,3,0,2,36,67.5442185508479,0,0,0,0,0,0,0,0,0,,2.0,,,,6.0,,,,,,4.0,,,,
1,2,0,1,65,184.06779661017,0,0,0,0,0,0,0,0,0,1.0,2.0,3.0,4.0,,6.0,,,,2.0,,,5.0,,7.0,
1,2,1,1,56,67.5442185508479,1,0,1,0,1,0,0,0,0,,2.0,3.0,4.0,,6.0,,,,2.0,,4.0,5.0,,7.0,
0,2,0,2,24,353.395446217027,0,0,0,0,0,0,0,0,0,1.0,2.0,,,5.0,,,,,2.0,3.0,,,,,
1,2,0,1,46,323.675,0,0,0,0,0,0,0,0,0,,,,,,,,8.0,,,,4.0,,,,
0,3,0,1,44,323.675,0,0,0,0,0,0,0,0,0,1.0,2.0,3.0,,,,,,1.0,,,,,,,
1,3,0,1,40,353.395446217027,1,0,0,0,1,0,0,0,0,1.0,2.0,,,5.0,,7.0,,,,,,,,7.0,
0,3,0,1,56,90.4739583333333,0,0,0,0,0,0,0,0,0,,,,,,6.0,,,1.0,,,,,,,
0,2,0,1,53,353.395446217027,0,0,0,0,0,0,0,0,0,,,,4.0,,,,,,2.0,3.0,4.0,,,,
0,3,0,1,41,90.4739583333333,0,0,0,0,0,0,0,0,0,,2.0,,,,,,,1.0,,,4.0,5.0,,,
0,3,0,1,50,353.395446217027,0,0,0,0,0,0,0,0,0,5.0,3.0,2.0,1.0,,,,,1.0,4.0,,,,,,
0,3,0,2,28,323.675,0,0,0,0,0,0,0,0,0,5.0,,,,,,,,8.0,,,,,,,
0,3,0,1,47,323.675,0,0,0,0,0,0,0,0,0,2.0,,,,,,,,2.0,,,,,,,
0,1,0,1,25,67.5442185508479,0,0,0,0,0,0,0,0,0,6.0,,,,,,,,2.0,,,,,,,
0,2,0,1,58,67.5442185508479,0,0,0,0,0,0,0,0,0,2.0,,,,,,,,8.0,,,,,,,
0,2,0,1,31,192.265465869145,0,0,0,0,0,0,0,0,0,5.0,2.0,,,,,,,8.0,,,,,,,
0,2,0,1,52,90.4739583333333,0,0,0,0,0,0,0,0,0,2.0,,,,,,,,1.0,,,,,,,
0,2,0,2,47,192.265465869145,0,0,0,0,0,0,0,0,0,3.0,5.0,1.0,,,,,,3.0,5.0,,,,,,
0,2,0,1,33,184.06779661017,0,0,0,0,0,0,0,0,0,3.0,4.0,5.0,7.0,6.0,2.0,1.0,,5.0,,,,,,,
0,3,0,2,34,67.5442185508479,0,0,0,0,0,0,0,0,0,8.0,,,,,,,,2.0,,,,,,,
0,3,0,1,45,323.675,0,0,0,0,0,0,0,0,0,1.0,4.0,,,,,,,4.0,5.0,,,,,,
0,3,0,2,64,184.06779661017,0,0,0,0,0,0,0,0,0,1.0,2.0,4.0,,,,,,3.0,2.0,7.0,,,,,
0,2,0,1,28,192.265465869145,1,0,0,0,1,0,0,0,0,5.0,,,,,,,,5.0,,,,,,,
0,2,0,1,48,192.265465869145,0,0,0,0,0,0,0,0,0,1.0,2.0,7.0,5.0,,,,,1.0,5.0,,,,,,
0,2,0,1,60,192.265465869145,0,0,0,0,0,0,0,0,0,7.0,3.0,6.0,,,,,,3.0,,,,,,,
0,3,0,1,21,192.265465869145,0,0,0,0,0,0,0,0,0,3.0,2.0,1.0,,,,,,1.0,2.0,4.0,,,,,
0,2,0,1,66,90.4739583333333,0,0,0,0,0,0,0,0,0,5.0,2.0,,,,,,,2.0,,,,,,,
0,2,0,1,37,323.675,0,0,0,0,0,0,0,0,0,5.0,,,,,,,,7.0,,,,,,,
0,3,1,1,39,90.4739583333333,1,0,0,0,0,1,0,0,0,3.0,1.0,2.0,7.0,5.0,,,,4.0,3.0,2.0,5.0,,,,
0,3,1,2,39,90.4739583333333,1,0,0,0,0,1,0,1,0,2.0,6.0,,,,,,,1.0,,,,,,,
0,2,0,1,59,67.5442185508479,0,0,0,0,0,0,0,0,0,5.0,1.0,7.0,2.0,3.0,6.0,,,1.0,4.0,,,,,,
0,2,0,1,26,192.265465869145,0,0,0,0,0,0,0,0,0,2.0,,,,,,,,4.0,,,,,,,
0,2,0,2,63,353.395446217027,0,0,0,0,0,0,0,0,0,6.0,2.0,,,,,,,4.0,,,,,,,
0,3,0,1,48,90.4739583333333,0,0,0,0,0,0,0,0,0,5.0,,,,,,,,5.0,4.0,,,,,,
0,2,0,1,55,192.265465869145,0,0,0,0,0,0,0,0,0,5.0,,,,,,,,7.0,1.0,,,,,,
0,3,0,1,26,90.4739583333333,0,0,0,0,0,0,0,0,0,5.0,,,,,,,,4.0,2.0,8.0,,,,,
0,3,0,1,34,353.395446217027,0,0,0,0,0,0,0,0,0,1.0,,,,,,,,1.0,2.0,,,,,,
0,3,0,2,27,353.395446217027,0,0,0,0,0,0,0,0,0,1.0,,,,,,,,5.0,,,,,,,
0,2,0,1,30,90.4739583333333,0,0,0,0,0,0,0,0,0,2.0,1.0,5.0,,,,,,1.0,5.0,3.0,,,,,
0,2,0,2,42,192.265465869145,0,0,0,0,0,0,0,0,0,1.0,,,,,,,,8.0,,,,,,,
0,3,0,2,41,192.265465869145,0,0,0,0,0,0,0,0,0,1.0,2.0,5.0,,,,,,8.0,5.0,2.0,,,,,
0,2,0,1,28,67.5442185508479,0,0,0,0,0,0,0,0,0,2.0,,,,,,,,2.0,5.0,,,,,,
0,2,0,1,67,90.4739583333333,0,0,0,0,0,0,0,0,0,5.0,,,,,,,,3.0,4.0,2.0,,,,,
0,1,0,2,47,323.675,0,0,0,0,0,0,0,0,0,7.0,,,,,,,,4.0,,,,,,,
0,2,0,1,51,323.675,0,0,0,0,0,0,0,0,0,3.0,2.0,,,,,,,1.0,,,,,,,
0,2,0,2,48,90.4739583333333,0,0,0,0,0,0,0,0,0,8.0,,,,,,,,1.0,6.0,3.0,,,,,
0,2,0,1,39,90.4739583333333,0,0,0,0,0,0,0,0,0,1.0,2.0,,,,,,,4.0,2.0,,,,,,
0,2,0,1,39,184.06779661017,0,0,0,0,0,0,0,0,0,8.0,,,,,,,,4.0,,,,,,,
0,3,1,1,34,323.675,1,0,0,0,0,0,0,0,0,2.0,5.0,,,,,,,2.0,,,,,,,
0,3,0,2,42,90.4739583333333,0,0,0,0,0,0,0,0,0,2.0,1.0,5.0,,,,,,1.0,8.0,,,,,,
0,3,0,1,55,90.4739583333333,0,0,0,0,0,0,0,0,0,5.0,,,,,,,,2.0,,,,,,,
0,2,0,1,28,192.265465869145,0,0,0,0,0,0,0,0,0,1.0,,,,,,,,3.0,2.0,,,,,,
0,2,0,2,33,67.5442185508479,0,0,0,0,0,0,0,0,0,2.0,,,,,,,,3.0,,,,,,,
0,2,0,2,35,184.06779661017,0,0,0,0,0,0,0,0,0,2.0,6.0,,,,,,,7.0,3.0,4.0,,,,,
0,3,0,1,28,90.4739583333333,0,0,0,0,0,0,0,0,0,5.0,,,,,,,,2.0,,,,,,,
0,3,0,2,28,353.395446217027,0,0,0,0,0,0,0,0,0,5.0,1.0,2.0,,,,,,2.0,,,,,,,
0,2,0,1,72,67.5442185508479,0,0,0,0,0,0,0,0,0,8.0,,,,,,,,8.0,,,,,,,
0,2,0,2,48,184.06779661017,0,0,0,0,0,0,0,0,0,5.0,,,,,,,,5.0,2.0,,,,,,
0,2,0,2,42,90.4739583333333,1,0,0,0,0,0,0,1,0,5.0,2.0,,,,,,,4.0,,,,,,,
0,3,0,1,46,90.4739583333333,0,0,0,0,0,0,0,0,0,8.0,,,,,,,,1.0,,,,,,,
0,2,0,1,29,192.265465869145,0,0,0,0,0,0,0,0,0,2.0,1.0,,,,,,,5.0,3.0,4.0,,,,,
0,2,0,1,30,90.4739583333333,0,0,0,0,0,0,0,0,0,8.0,,,,,,,,2.0,,,,,,,
0,3,0,1,35,192.265465869145,0,0,0,0,0,0,0,0,0,3.0,2.0,1.0,,,,,,1.0,,,,,,,
0,2,0,2,47,90.4739583333333,0,0,0,0,0,0,0,0,0,2.0,,,,,,,,8.0,,,,,,,
0,2,0,2,32,184.06779661017,0,0,0,0,0,0,0,0,0,5.0,,,,,,,,5.0,,,,,,,
0,2,0,2,59,192.265465869145,0,0,0,0,0,0,0,0,0,6.0,5.0,3.0,,,,,,1.0,5.0,7.0,,,,,
0,2,0,1,37,67.5442185508479,0,0,0,0,0,0,0,0,0,1.0,4.0,2.0,,,,,,1.0,5.0,6.0,,,,,
0,2,0,2,31,192.265465869145,0,0,0,0,0,0,0,0,0,5.0,2.0,,,,,,,7.0,,,,,,,
0,2,0,2,38,184.06779661017,0,0,0,0,0,0,0,0,0,7.0,2.0,,,,,,,4.0,,,,,,,
0,2,0,2,56,184.06779661017,0,0,0,0,0,0,0,0,0,,,,,,,7.0,,,,3.0,,,,,
1,2,0,1,44,184.06779661017,0,0,0,0,0,0,0,0,0,,,,,,,,8.0,1.0,,,,,,,
0,2,0,1,41,184.06779661017,0,0,0,0,0,0,0,0,0,,,,,,,,8.0,,2.0,3.0,,5.0,,,
1,2,0,1,23,67.5442185508479,0,0,0,0,0,0,0,0,0,,2.0,,,,,7.0,,1.0,,,4.0,,6.0,,
0,3,0,2,39,323.675,0,0,0,0,0,0,0,0,0,,,,4.0,,,,,1.0,2.0,,4.0,,6.0,,
0,2,0,1,23,192.265465869145,0,0,0,0,0,0,0,0,0,3.0,1.0,2.0,,,,,,1.0,3.0,5.0,2.0,7.0,6.0,4.0,
0,2,0,1,39,184.06779661017,1,0,0,0,1,0,0,0,0,,2.0,,,5.0,,,,,,,,5.0,,,
0,3,0,2,44,192.265465869145,0,0,0,0,0,0,0,0,0,2.0,3.0,5.0,,,,,,3.0,1.0,,,,,,
0,1,0,1,52,67.5442185508479,0,0,0,0,0,0,0,0,0,1.0,2.0,,,5.0,,,,,,,4.0,5.0,,,
1,2,0,2,50,67.5442185508479,0,0,0,0,0,0,0,0,0,1.0,2.0,,,,,,,,,,,,6.0,,
0,2,0,2,70,90.4739583333333,0,0,0,0,0,0,0,0,0,1.0,2.0,,,,,,,1.0,2.0,,,,,,
0,2,0,1,38,192.265465869145,0,0,0,0,0,0,0,0,0,3.0,5.0,1.0,2.0,4.0,,,,4.0,2.0,,,,,,
0,2,0,1,43,67.5442185508479,0,0,0,0,0,0,0,0,0,8.0,,,,,,,,3.0,1.0,,,,,,
1,2,0,2,45,184.06779661017,0,0,0,0,0,0,0,0,0,,,,,,,,8.0,1.0,,,,,,,
0,2,0,2,31,192.265465869145,0,0,0,0,0,0,0,0,0,5.0,2.0,1.0,,,,,,7.0,,,,,,,
0,2,0,2,36,353.395446217027,0,0,0,0,0,0,0,0,0,5.0,2.0,,,,,,,2.0,3.0,4.0,,,,,
